gameId,gameName,status,gameSize,gameLength,lastTick,weatherLocation,weatherDate,DOI,logUrl,CrocodileAgent,AgentUDE,SPOT,maxon17,COLDPower17,VidyutVanika,ewiBroker,fimtac
1,finals_2017_06_1,game_complete,8,1412,1411,cheyenne,2013-06-23,http://dx.doi.org/10.5281/zenodo.818816,https://zenodo.org/record/818816/files/finals_2017_06_1.tar.gz,-4069230.295015,-123061.619748,-108192.145547,0.000000,-124800.209220,-17675.266295,-488694.698060,-4752.698811
2,finals_2017_06_2,game_complete,8,1364,1363,cheyenne,2014-07-22,http://dx.doi.org/10.5281/zenodo.818818,https://zenodo.org/record/818818/files/finals_2017_06_2.tar.gz,-4269708.547287,-38537.600386,-60225.340354,-1651546.465197,-240688.400457,-596975.388983,-48490.282576,-2600.332109
3,finals_2017_06_3,game_complete,8,1459,1457,cheyenne,2014-05-03,http://dx.doi.org/10.5281/zenodo.818820,https://zenodo.org/record/818820/files/finals_2017_06_3.tar.gz,-1755854.893453,95177.306688,-108809.138023,0.000000,-198768.787126,82376.776713,-987205.676488,-3764.914624
4,finals_2017_06_4,game_complete,8,1563,1561,cheyenne,2014-02-10,http://dx.doi.org/10.5281/zenodo.818822,https://zenodo.org/record/818822/files/finals_2017_06_4.tar.gz,-3316641.383394,24940.941159,-100649.032248,-2728668.040797,-44927.406761,-527141.637600,-88144.317841,-5177.090874
5,finals_2017_06_5,game_complete,8,1380,1379,cheyenne,2014-05-23,http://dx.doi.org/10.5281/zenodo.818824,https://zenodo.org/record/818824/files/finals_2017_06_5.tar.gz,-4021717.398662,42413.883793,-161514.748313,0.000000,-399421.694517,43985.702361,-563386.852338,-4034.576542
6,finals_2017_06_6,game_complete,8,1460,1459,cheyenne,2013-10-20,http://dx.doi.org/10.5281/zenodo.818826,https://zenodo.org/record/818826/files/finals_2017_06_6.tar.gz,-6242029.746928,68535.644810,-72394.910628,-1788356.765149,-56412.055114,-52224.629968,-118959.261004,-3128.210903
7,finals_2017_06_7,game_complete,8,1535,1534,cheyenne,2014-06-27,http://dx.doi.org/10.5281/zenodo.818828,https://zenodo.org/record/818828/files/finals_2017_06_7.tar.gz,-4770502.797662,-933.134702,-194510.952380,0.000000,-720937.603520,-424782.903648,-352627.422952,1705.447330
8,finals_2017_06_8,game_complete,8,1569,1568,cheyenne,2013-09-19,http://dx.doi.org/10.5281/zenodo.818830,https://zenodo.org/record/818830/files/finals_2017_06_8.tar.gz,-8043099.964409,-62706.568859,-149307.525753,-2052952.885000,-68256.291459,-162296.152729,-138088.144080,-50807.186206
9,finals_2017_06_9,game_complete,8,1333,1331,cheyenne,2013-11-30,http://dx.doi.org/10.5281/zenodo.818832,https://zenodo.org/record/818832/files/finals_2017_06_9.tar.gz,-1406529.325951,120216.241413,-29521.637004,0.000000,-1515259.638787,12398.670525,-1484258.659807,-25210.906242
10,finals_2017_06_10,game_complete,8,1337,1335,cheyenne,2013-12-13,http://dx.doi.org/10.5281/zenodo.818834,https://zenodo.org/record/818834/files/finals_2017_06_10.tar.gz,-3898645.402679,-38088.517616,-47252.491813,-1548143.691958,-702265.606934,2761.132687,-89235.444999,-2116.524299
11,finals_2017_06_11,game_complete,8,1375,1374,cheyenne,2014-02-19,http://dx.doi.org/10.5281/zenodo.818836,https://zenodo.org/record/818836/files/finals_2017_06_11.tar.gz,-2571079.173350,-13917.092003,-93043.633267,0.000000,-498436.453272,25378.755249,-1241035.637028,-5284.706153
12,finals_2017_06_12,game_complete,8,1376,1374,cheyenne,2013-08-18,http://dx.doi.org/10.5281/zenodo.818838,https://zenodo.org/record/818838/files/finals_2017_06_12.tar.gz,-6110018.315384,-109901.457833,-137262.319766,-1644099.936913,-197802.917032,-810197.057981,-174701.614241,-7874.933970
13,finals_2017_06_13,game_complete,8,1469,1468,cheyenne,2014-10-26,http://dx.doi.org/10.5281/zenodo.818842,https://zenodo.org/record/818842/files/finals_2017_06_13.tar.gz,-5656094.042012,-49942.177504,-77970.257182,0.000000,-1875047.403520,-458840.793779,-375115.279848,-9872.339788
14,finals_2017_06_14,game_complete,8,1445,1444,cheyenne,2014-12-11,http://dx.doi.org/10.5281/zenodo.818844,https://zenodo.org/record/818844/files/finals_2017_06_14.tar.gz,-3379146.628640,-5027.462655,-748842.599018,-1932384.914523,-357261.429836,-160530.628182,-119229.256080,-6037.252722
15,finals_2017_06_15,game_complete,8,1423,1422,cheyenne,2013-04-07,http://dx.doi.org/10.5281/zenodo.818846,https://zenodo.org/record/818846/files/finals_2017_06_15.tar.gz,742712.434653,366251.006239,-110416.847927,0.000000,0.000000,660.972829,-1627659.154349,-474531.927584
16,finals_2017_06_16,game_complete,8,1379,1377,cheyenne,2014-03-14,http://dx.doi.org/10.5281/zenodo.818848,https://zenodo.org/record/818848/files/finals_2017_06_16.tar.gz,-2538055.214943,212476.773736,-66157.160447,-1817182.090085,0.000000,-388812.193675,-79529.455268,-22242.208073
17,finals_2017_06_17,game_complete,8,1414,1413,cheyenne,2013-08-11,http://dx.doi.org/10.5281/zenodo.818850,https://zenodo.org/record/818850/files/finals_2017_06_17.tar.gz,-4675541.595523,-410167.119821,-89689.763350,-1746588.153315,-1347510.325115,-308152.293466,-58208.237883,-9230.999654
18,finals_2017_06_18,game_complete,8,1409,1408,cheyenne,2013-07-11,http://dx.doi.org/10.5281/zenodo.818862,https://zenodo.org/record/818862/files/finals_2017_06_18.tar.gz,-3872953.462666,186839.529888,-123594.480627,-1758853.693198,-152102.353355,-533880.016120,-113522.969168,-6629.411597
19,finals_2017_06_19,game_complete,8,1465,1464,cheyenne,2013-09-16,http://dx.doi.org/10.5281/zenodo.818864,https://zenodo.org/record/818864/files/finals_2017_06_19.tar.gz,-5724939.443647,-222264.855317,-201739.633297,-175425.193629,-1309504.614317,9358.051483,-873589.398953,-13333.779883
20,finals_2017_06_20,game_complete,8,1479,1477,cheyenne,2014-12-04,http://dx.doi.org/10.5281/zenodo.818866,https://zenodo.org/record/818866/files/finals_2017_06_20.tar.gz,-3749569.807485,-485658.880397,-159100.410349,-1932704.727076,-79004.946624,1358.405500,-133790.663882,-4283.701065
21,finals_2017_06_21,game_complete,8,1521,1520,cheyenne,2014-05-20,http://dx.doi.org/10.5281/zenodo.818868,https://zenodo.org/record/818868/files/finals_2017_06_21.tar.gz,-4094407.160331,41015.993970,-220651.915940,-2459056.563333,-879055.077936,-125965.427124,-287712.476835,-8337.703158
22,finals_2017_06_22,game_complete,8,1321,1319,cheyenne,2014-05-29,http://dx.doi.org/10.5281/zenodo.818870,https://zenodo.org/record/818870/files/finals_2017_06_22.tar.gz,-2567612.386519,15015.342534,-93706.613446,-31323.629690,-336182.871198,-93572.452910,-634073.190440,-4109.117851
23,finals_2017_06_23,game_complete,8,1417,1416,cheyenne,2014-07-29,http://dx.doi.org/10.5281/zenodo.818872,https://zenodo.org/record/818872/files/finals_2017_06_23.tar.gz,-3430328.182385,-14984.122432,-150194.862188,-1677199.275603,-1638043.328347,-193110.310211,-110191.675110,-9045.476388
24,finals_2017_06_24,game_complete,8,1330,1329,cheyenne,2014-10-12,http://dx.doi.org/10.5281/zenodo.818874,https://zenodo.org/record/818874/files/finals_2017_06_24.tar.gz,-6950237.643763,-45004.970509,-143578.728975,-1665305.284374,-215712.844954,-185010.898915,-190464.595261,-13769.453000
25,finals_2017_06_25,game_complete,8,1604,1603,cheyenne,2014-05-17,http://dx.doi.org/10.5281/zenodo.818876,https://zenodo.org/record/818876/files/finals_2017_06_25.tar.gz,-3622525.223384,-8759.818764,-192794.762808,-96802.636322,-790005.444307,-8871.973654,-775243.754042,-8010.903033
26,finals_2017_06_26,game_complete,8,1525,1524,cheyenne,2013-09-20,http://dx.doi.org/10.5281/zenodo.818878,https://zenodo.org/record/818878/files/finals_2017_06_26.tar.gz,-8226357.471576,-10054.621132,-94751.938736,-2005324.408274,-124625.068752,-1171234.716203,-137546.703071,-1709.014836
27,finals_2017_06_27,game_complete,8,1505,1504,cheyenne,2014-12-27,http://dx.doi.org/10.5281/zenodo.818880,https://zenodo.org/record/818880/files/finals_2017_06_27.tar.gz,-5200181.903748,-505025.879760,-1500925.627770,-2087499.979026,-600801.545344,-11377.403275,-124162.713230,-1297597.442610
28,finals_2017_06_28,game_complete,8,1525,1524,cheyenne,2014-10-17,http://dx.doi.org/10.5281/zenodo.818882,https://zenodo.org/record/818882/files/finals_2017_06_28.tar.gz,-7030896.296727,-675883.161415,-1731032.959132,-1159709.508719,-298907.271801,6079.565337,-117244.624160,-7609.401292
29,finals_2017_06_29,game_complete,8,1568,1567,cheyenne,2013-06-02,http://dx.doi.org/10.5281/zenodo.818884,https://zenodo.org/record/818884/files/finals_2017_06_29.tar.gz,-4801153.302037,-255959.651186,-261310.098790,-1589842.798491,-1564458.785099,-1115.915791,-150438.771308,-10030.824513
30,finals_2017_06_30,game_complete,8,1326,1325,cheyenne,2014-11-12,http://dx.doi.org/10.5281/zenodo.818886,https://zenodo.org/record/818886/files/finals_2017_06_30.tar.gz,-2363194.661868,-207096.170636,-661639.006189,-1926194.020729,-215373.768229,-188.883034,-209679.477789,-533104.149352
31,finals_2017_06_31,game_complete,8,1363,1362,cheyenne,2013-09-02,http://dx.doi.org/10.5281/zenodo.818888,https://zenodo.org/record/818888/files/finals_2017_06_31.tar.gz,-7232946.635809,-171521.869109,-654958.435055,-1609849.938779,-130883.208277,-562788.017328,-138340.765751,-4288.651671
32,finals_2017_06_32,game_complete,8,1327,1326,cheyenne,2013-05-16,http://dx.doi.org/10.5281/zenodo.818890,https://zenodo.org/record/818890/files/finals_2017_06_32.tar.gz,-1930995.035247,87392.635317,-632618.080129,-1845165.579306,-105880.112358,-70658.029766,-143243.035112,5241.667170
33,finals_2017_06_33,game_complete,8,1384,1383,cheyenne,2014-03-30,http://dx.doi.org/10.5281/zenodo.818892,https://zenodo.org/record/818892/files/finals_2017_06_33.tar.gz,-3064421.944389,43728.725013,-74106.994138,-106512.518917,-182761.358172,8535.157288,-1037460.295827,-76888.378036
34,finals_2017_06_34,game_complete,8,1445,1444,cheyenne,2014-12-30,http://dx.doi.org/10.5281/zenodo.818894,https://zenodo.org/record/818894/files/finals_2017_06_34.tar.gz,-2700749.264656,-108177.730229,-78231.764714,0.000000,-367277.755418,4658.382473,-1567114.248762,-1764.980704
35,finals_2017_06_35,game_complete,8,1463,1462,cheyenne,2014-06-24,http://dx.doi.org/10.5281/zenodo.818896,https://zenodo.org/record/818896/files/finals_2017_06_35.tar.gz,-3982420.995522,-84302.625752,-203062.362255,-265116.500572,-133730.697882,-10939.078055,-604872.482573,-13950.308541
36,finals_2017_06_36,game_complete,8,1366,1365,cheyenne,2014-12-13,http://dx.doi.org/10.5281/zenodo.818898,https://zenodo.org/record/818898/files/finals_2017_06_36.tar.gz,-2902075.078315,-50168.364734,-79182.392508,-76991.597957,-261290.066058,27346.118970,-1365145.659783,-6971.134736
37,finals_2017_06_37,game_complete,8,1452,1451,cheyenne,2014-03-17,http://dx.doi.org/10.5281/zenodo.818904,https://zenodo.org/record/818904/files/finals_2017_06_37.tar.gz,-2660070.854678,-94490.813351,-206655.511183,0.000000,-817006.040265,1082.713486,-1398784.317243,16711.488813
38,finals_2017_06_38,game_complete,8,1405,1404,cheyenne,2014-06-11,http://dx.doi.org/10.5281/zenodo.818906,https://zenodo.org/record/818906/files/finals_2017_06_38.tar.gz,-3918306.355965,44956.845935,-44799.697773,0.000000,-542998.669702,73150.098896,-752074.663357,-8417.365213
39,finals_2017_06_39,game_complete,8,1338,1336,cheyenne,2014-03-26,http://dx.doi.org/10.5281/zenodo.818908,https://zenodo.org/record/818908/files/finals_2017_06_39.tar.gz,-3068496.771549,-80754.119872,-157243.399681,0.000000,-211101.847138,5199.078987,-1137300.884548,-3229.305233
40,finals_2017_06_40,game_complete,8,1522,1521,cheyenne,2013-07-23,http://dx.doi.org/10.5281/zenodo.818910,https://zenodo.org/record/818910/files/finals_2017_06_40.tar.gz,-5148602.950728,-84995.060291,-150527.238008,0.000000,-1208610.514462,433148.546623,-643355.239911,-7658.011814
41,finals_2017_06_41,game_complete,8,1478,1477,cheyenne,2014-01-10,http://dx.doi.org/10.5281/zenodo.818912,https://zenodo.org/record/818912/files/finals_2017_06_41.tar.gz,-4146467.942069,-72825.636235,-124091.340456,0.000000,-344083.011681,11238.801573,-1498946.095020,-8898.189280
42,finals_2017_06_42,game_complete,8,1438,1437,cheyenne,2014-05-05,http://dx.doi.org/10.5281/zenodo.818914,https://zenodo.org/record/818914/files/finals_2017_06_42.tar.gz,-2373720.193429,42267.926681,-119927.485436,0.000000,-124588.980075,59942.179743,-839827.142767,-3896.021752
43,finals_2017_06_43,game_complete,8,1363,1362,cheyenne,2014-05-01,http://dx.doi.org/10.5281/zenodo.818916,https://zenodo.org/record/818916/files/finals_2017_06_43.tar.gz,-1848995.771262,-41115.027718,-168918.226515,0.000000,-187622.844733,25544.174827,-941858.051410,-4665.689935
44,finals_2017_06_44,game_complete,8,1551,1549,cheyenne,2014-10-14,http://dx.doi.org/10.5281/zenodo.818918,https://zenodo.org/record/818918/files/finals_2017_06_44.tar.gz,-7942965.566394,-298560.173168,-179074.077979,0.000000,-176127.254291,-45628.408164,-749017.399182,-7320.717565
45,finals_2017_06_45,game_complete,8,1323,1322,cheyenne,2013-06-20,http://dx.doi.org/10.5281/zenodo.818920,https://zenodo.org/record/818920/files/finals_2017_06_45.tar.gz,-2929846.245932,-139735.572757,-65419.070837,0.000000,-186562.755263,1877.953489,-414485.682015,-7243.704880
46,finals_2017_06_46,game_complete,8,1547,1546,cheyenne,2013-09-25,http://dx.doi.org/10.5281/zenodo.818922,https://zenodo.org/record/818922/files/finals_2017_06_46.tar.gz,-7821185.695699,-490846.910318,-97976.874828,0.000000,-607340.751026,27027.093730,-833184.633179,-3875.576470
47,finals_2017_06_47,game_complete,8,1392,1391,cheyenne,2014-02-21,http://dx.doi.org/10.5281/zenodo.818926,https://zenodo.org/record/818926/files/finals_2017_06_47.tar.gz,-833483.089614,-420275.968781,-222093.765042,0.000000,-295621.087418,5939.519750,-1738310.688049,-8593.431928
48,finals_2017_06_48,game_complete,8,1710,1709,cheyenne,2014-11-03,http://dx.doi.org/10.5281/zenodo.818928,https://zenodo.org/record/818928/files/finals_2017_06_48.tar.gz,-1277664.952210,-3390532.232915,-204903.757890,0.000000,-839128.938658,-13334.663725,-1785097.274117,-10067.387784
49,finals_2017_06_49,game_complete,8,1341,1340,cheyenne,2013-06-15,http://dx.doi.org/10.5281/zenodo.818930,https://zenodo.org/record/818930/files/finals_2017_06_49.tar.gz,-5401230.769811,-230564.673107,-39559.927099,0.000000,-153102.989451,19550.330703,-455366.510450,-1443.399043
50,finals_2017_06_50,game_complete,8,1390,1389,cheyenne,2014-03-31,http://dx.doi.org/10.5281/zenodo.818934,https://zenodo.org/record/818934/files/finals_2017_06_50.tar.gz,-2668372.183435,19099.681936,-75799.518979,0.000000,-136374.217770,-1401.085313,-1135555.568302,-1685.186423
51,finals_2017_06_51,game_complete,8,1332,1331,cheyenne,2014-07-05,http://dx.doi.org/10.5281/zenodo.818936,https://zenodo.org/record/818936/files/finals_2017_06_51.tar.gz,-2272920.503490,205589.701700,-54894.867538,0.000000,-69728.794475,-218184.544994,-815144.893284,-10738.340297
52,finals_2017_06_52,game_complete,8,1425,1424,cheyenne,2013-04-27,http://dx.doi.org/10.5281/zenodo.818938,https://zenodo.org/record/818938/files/finals_2017_06_52.tar.gz,-1465782.887556,112041.244115,-80896.691094,0.000000,-96502.757031,44929.269380,-932801.318500,-4708.567433
53,finals_2017_06_53,game_complete,8,1491,1489,cheyenne,2014-08-24,http://dx.doi.org/10.5281/zenodo.818940,https://zenodo.org/record/818940/files/finals_2017_06_53.tar.gz,-4940502.948175,-129087.525220,-64009.796316,0.000000,-49329.456165,-223105.402643,-667709.091448,-2601.895567
54,finals_2017_06_54,game_complete,8,1324,1323,cheyenne,2014-09-19,http://dx.doi.org/10.5281/zenodo.818942,https://zenodo.org/record/818942/files/finals_2017_06_54.tar.gz,-5635584.603152,-18309.937922,-249401.858937,0.000000,-286210.990458,-157356.790871,-832466.071863,-5299.684184
55,finals_2017_06_55,game_complete,8,1821,1820,cheyenne,2014-10-06,http://dx.doi.org/10.5281/zenodo.818944,https://zenodo.org/record/818944/files/finals_2017_06_55.tar.gz,-9301114.594836,-212563.948573,-107260.978336,0.000000,-375163.180172,25657.195309,-1176861.769938,-4933.145269
56,finals_2017_06_56,game_complete,8,1651,1650,cheyenne,2014-04-06,http://dx.doi.org/10.5281/zenodo.818946,https://zenodo.org/record/818946/files/finals_2017_06_56.tar.gz,-2174801.811966,142352.686073,-125517.151052,0.000000,-7024.902069,-880831.176384,-638133.571372,-4842.829692
57,finals_2017_06_57,game_complete,8,1365,1363,cheyenne,2013-08-05,http://dx.doi.org/10.5281/zenodo.818948,https://zenodo.org/record/818948/files/finals_2017_06_57.tar.gz,-5529847.723084,35166.000052,-177255.057078,0.000000,-216155.628854,-414924.822076,-275724.047275,-11833.202483
58,finals_2017_06_58,game_complete,8,1627,1626,cheyenne,2013-07-16,http://dx.doi.org/10.5281/zenodo.818950,https://zenodo.org/record/818950/files/finals_2017_06_58.tar.gz,-4482144.030884,-24410.846780,-155760.067891,0.000000,-212277.670607,-767817.595903,-328855.310006,-279981.007515
59,finals_2017_06_59,game_complete,8,1334,1332,cheyenne,2014-12-04,http://dx.doi.org/10.5281/zenodo.818954,https://zenodo.org/record/818954/files/finals_2017_06_59.tar.gz,-3134751.399289,135901.002849,-43134.212828,0.000000,-144908.352408,-683533.597246,-568583.447209,-1181124.828753
60,finals_2017_06_60,game_complete,8,1623,1622,cheyenne,2014-03-23,http://dx.doi.org/10.5281/zenodo.818956,https://zenodo.org/record/818956/files/finals_2017_06_60.tar.gz,-1550893.710657,13725.227607,-223638.028921,-2105423.254181,-278510.093585,-7220.845153,-130446.629039,-8444.927633
61,finals_2017_06_61,game_complete,5,1463,1462,cheyenne,2013-08-26,http://dx.doi.org/10.5281/zenodo.818958,https://zenodo.org/record/818958/files/finals_2017_06_61.tar.gz,-7908421.476350,-134927.983428,,-1298115.193108,,,-178389.425485,-5735.721707
62,finals_2017_06_62,game_complete,5,1584,1582,cheyenne,2014-03-17,http://dx.doi.org/10.5281/zenodo.818960,https://zenodo.org/record/818960/files/finals_2017_06_62.tar.gz,-3979261.178617,-105304.999384,,-1256480.052635,,-936974.846424,,-2309.271429
63,finals_2017_06_63,game_complete,5,1323,1321,cheyenne,2014-05-23,http://dx.doi.org/10.5281/zenodo.818962,https://zenodo.org/record/818962/files/finals_2017_06_63.tar.gz,-4735762.625991,-25370.997252,,-812145.545183,,-776817.333622,-56942.591804,
64,finals_2017_06_64,game_complete,5,1429,1428,cheyenne,2013-04-23,http://dx.doi.org/10.5281/zenodo.818964,https://zenodo.org/record/818964/files/finals_2017_06_64.tar.gz,-2921952.869822,,,-2039095.654026,,28871.900311,-44878.740410,-803.919016
65,finals_2017_06_65,game_complete,5,1345,1343,cheyenne,2014-02-09,http://dx.doi.org/10.5281/zenodo.818966,https://zenodo.org/record/818966/files/finals_2017_06_65.tar.gz,,-46364.666829,,-8111955.668883,,319708.397390,-154773.119761,-12720.983162
66,finals_2017_06_66,game_complete,5,1392,1390,cheyenne,2014-03-09,http://dx.doi.org/10.5281/zenodo.818968,https://zenodo.org/record/818968/files/finals_2017_06_66.tar.gz,-2649377.273122,-45738.549423,,,,-721320.256689,-505544.115426,-5013.966737
67,finals_2017_06_67,game_complete,5,1369,1368,cheyenne,2014-05-28,http://dx.doi.org/10.5281/zenodo.818972,https://zenodo.org/record/818972/files/finals_2017_06_67.tar.gz,-4787893.354212,62094.387327,,-1041249.785115,-1658598.396510,,,-4326.586530
68,finals_2017_06_68,game_complete,5,1343,1342,cheyenne,2013-10-16,http://dx.doi.org/10.5281/zenodo.818974,https://zenodo.org/record/818974/files/finals_2017_06_68.tar.gz,-5721092.309540,-45942.274523,,-1481823.284467,-82465.825503,,-163030.144035,
69,finals_2017_06_69,game_complete,5,1332,1330,cheyenne,2014-11-17,http://dx.doi.org/10.5281/zenodo.818976,https://zenodo.org/record/818976/files/finals_2017_06_69.tar.gz,-3496184.487135,,,-2242109.468080,-60333.633763,,-79986.386261,-11000.478680
70,finals_2017_06_70,game_complete,5,1325,1323,cheyenne,2013-09-25,http://dx.doi.org/10.5281/zenodo.818978,https://zenodo.org/record/818978/files/finals_2017_06_70.tar.gz,,127572.038773,,-5449786.868703,-568933.268057,,-230308.951643,-37971.516174
71,finals_2017_06_71,game_complete,5,1441,1439,cheyenne,2014-09-17,http://dx.doi.org/10.5281/zenodo.818980,https://zenodo.org/record/818980/files/finals_2017_06_71.tar.gz,-6702716.271707,-29651.023707,,,-395472.379634,,-755810.306754,-4790.746648
72,finals_2017_06_72,game_complete,5,1431,1430,cheyenne,2013-05-26,http://dx.doi.org/10.5281/zenodo.818982,https://zenodo.org/record/818982/files/finals_2017_06_72.tar.gz,-2366017.355578,-83535.513107,,0.000000,-2769342.061817,-1104048.834822,,
73,finals_2017_06_73,game_complete,5,1360,1359,cheyenne,2013-04-11,http://dx.doi.org/10.5281/zenodo.818984,https://zenodo.org/record/818984/files/finals_2017_06_73.tar.gz,-944629.838320,,,-1648714.371025,-661.807875,-205477.034453,,-1439.853972
74,finals_2017_06_74,game_complete,5,1475,1473,cheyenne,2013-06-10,http://dx.doi.org/10.5281/zenodo.818986,https://zenodo.org/record/818986/files/finals_2017_06_74.tar.gz,,103448.653236,,0.000000,-2764781.965040,-1905465.713146,,2475.727979
75,finals_2017_06_75,game_complete,5,1344,1343,cheyenne,2014-05-11,http://dx.doi.org/10.5281/zenodo.818988,https://zenodo.org/record/818988/files/finals_2017_06_75.tar.gz,-1802973.505681,74448.848858,,,-216986.355975,-1351326.410577,,0.000000
76,finals_2017_06_76,game_complete,5,1500,1499,cheyenne,2014-09-18,http://dx.doi.org/10.5281/zenodo.818990,https://zenodo.org/record/818990/files/finals_2017_06_76.tar.gz,-6136805.869749,,,-627050.630659,-775855.987421,-908112.456934,-95272.155622,
77,finals_2017_06_77,game_complete,5,1626,1624,cheyenne,2013-09-01,http://dx.doi.org/10.5281/zenodo.818992,https://zenodo.org/record/818992/files/finals_2017_06_77.tar.gz,,8107.988790,,-234638.636229,-4488612.174381,-2393830.304293,-240316.564315,
78,finals_2017_06_78,game_complete,5,1778,1777,cheyenne,2013-06-12,http://dx.doi.org/10.5281/zenodo.818996,https://zenodo.org/record/818996/files/finals_2017_06_78.tar.gz,-5711387.700939,61772.245824,,,-753984.772377,-1004850.657223,-278511.076450,
79,finals_2017_06_79,game_complete,5,1329,1327,cheyenne,2014-11-22,http://dx.doi.org/10.5281/zenodo.819000,https://zenodo.org/record/819000/files/finals_2017_06_79.tar.gz,,,,-5188910.451386,-636007.706792,-2809876.045748,-141391.247811,-677656.078510
80,finals_2017_06_80,game_complete,5,1594,1593,cheyenne,2014-12-07,http://dx.doi.org/10.5281/zenodo.819002,https://zenodo.org/record/819002/files/finals_2017_06_80.tar.gz,-3698000.667022,,,,-1334616.718103,-619304.104734,-505271.177345,-877180.991098
81,finals_2017_06_81,game_complete,5,1394,1392,cheyenne,2013-05-08,http://dx.doi.org/10.5281/zenodo.819004,https://zenodo.org/record/819004/files/finals_2017_06_81.tar.gz,,1408939.679148,,,-1981891.090211,497965.453262,147421.610333,44906.079444
82,finals_2017_06_82,game_complete,5,1390,1388,cheyenne,2013-09-28,http://dx.doi.org/10.5281/zenodo.819006,https://zenodo.org/record/819006/files/finals_2017_06_82.tar.gz,-5676895.448115,322454.183179,-43545.643332,-8576.834897,,,,-1180.578312
83,finals_2017_06_83,game_complete,5,1438,1437,cheyenne,2014-01-15,http://dx.doi.org/10.5281/zenodo.819008,https://zenodo.org/record/819008/files/finals_2017_06_83.tar.gz,-4783759.419249,45674.847980,-65265.996244,-2043527.516138,,,-189894.450654,
84,finals_2017_06_84,game_complete,5,1350,1349,cheyenne,2014-01-27,http://dx.doi.org/10.5281/zenodo.819010,https://zenodo.org/record/819010/files/finals_2017_06_84.tar.gz,-627310.911580,,-109043.237687,0.000000,,,-2010560.049886,14982.658853
